date,year,decade,home_team,away_team,home_team_code,away_team_code,home_score,away_score,match_result,matchday_name,round,type,match_attendance,stadium_country_code,stadium_capacity
2015-10-10,2015,2010,Croatia,Bulgaria,CRO,BUL,3.0,0.0,H,MD9,QUALIFYING,GROUP_STAGE,150.0,CRO,25074.0
2015-10-11,2015,2010,Poland,Republic of Ireland,POL,IRL,2.0,1.0,H,MD10,QUALIFYING,GROUP_STAGE,57497.0,POL,58274.0
2015-10-11,2015,2010,Germany,Georgia,GER,GEO,2.0,1.0,H,MD10,QUALIFYING,GROUP_STAGE,43630.0,GER,42146.0
2015-10-11,2015,2010,Serbia,Portugal,SRB,POR,1.0,2.0,A,MD10,QUALIFYING,GROUP_STAGE,7485.0,SRB,29662.0
2015-10-11,2015,2010,Gibraltar,Scotland,GIB,SCO,0.0,6.0,A,MD10,QUALIFYING,GROUP_STAGE,12401.0,POR,21329.0
2015-10-11,2015,2010,Greece,Hungary,GRE,HUN,4.0,3.0,H,MD10,QUALIFYING,GROUP_STAGE,9500.0,GRE,32115.0
2015-10-11,2015,2010,Armenia,Albania,ARM,ALB,0.0,3.0,A,MD10,QUALIFYING,GROUP_STAGE,4700.0,ARM,14527.0
2015-10-11,2015,2010,Finland,Northern Ireland,FIN,NIR,1.0,1.0,D,MD10,QUALIFYING,GROUP_STAGE,14550.0,FIN,36251.0
2015-10-11,2015,2010,Faroe Islands,Romania,FRO,ROU,0.0,3.0,A,MD10,QUALIFYING,GROUP_STAGE,3941.0,FRO,5098.0
2015-10-12,2015,2010,Lithuania,England,LTU,ENG,0.0,3.0,A,MD10,QUALIFYING,GROUP_STAGE,5051.0,LTU,5067.0
2015-10-12,2015,2010,Estonia,Switzerland,EST,SUI,0.0,1.0,A,MD10,QUALIFYING,GROUP_STAGE,7304.0,EST,14336.0
2015-10-12,2015,2010,Ukraine,Spain,UKR,ESP,0.0,1.0,A,MD10,QUALIFYING,GROUP_STAGE,61248.0,UKR,68000.0
2015-10-12,2015,2010,San Marino,Slovenia,SMR,SVN,0.0,2.0,A,MD10,QUALIFYING,GROUP_STAGE,781.0,SMR,4798.0
2015-10-12,2015,2010,Belarus,FYR Macedonia,BLR,MKD,0.0,0.0,D,MD10,QUALIFYING,GROUP_STAGE,1545.0,BLR,13121.0
2015-10-12,2015,2010,Sweden,Moldova,SWE,MDA,2.0,0.0,H,MD10,QUALIFYING,GROUP_STAGE,25351.0,SWE,50573.0
2015-10-12,2015,2010,Russia,Montenegro,RUS,MNE,2.0,0.0,H,MD10,QUALIFYING,GROUP_STAGE,35604.0,RUS,45496.0
2015-10-12,2015,2010,Luxembourg,Slovakia,LUX,SVK,2.0,4.0,A,MD10,QUALIFYING,GROUP_STAGE,2512.0,LUX,8022.0
2015-10-12,2015,2010,Austria,Liechtenstein,AUT,LIE,3.0,0.0,H,MD10,QUALIFYING,GROUP_STAGE,48500.0,AUT,49898.0
2015-10-13,2015,2010,Latvia,Kazakhstan,LVA,KAZ,0.0,1.0,A,MD10,QUALIFYING,GROUP_STAGE,7027.0,LVA,6747.0
2015-10-13,2015,2010,Netherlands,Czechia,NED,CZE,2.0,3.0,A,MD10,QUALIFYING,GROUP_STAGE,48000.0,NED,53338.0
2015-10-13,2015,2010,Türki̇ye,Iceland,TUR,ISL,1.0,0.0,H,MD10,QUALIFYING,GROUP_STAGE,39404.0,TUR,41600.0
2015-10-13,2015,2010,Belgium,Israel,BEL,ISR,3.0,1.0,H,MD10,QUALIFYING,GROUP_STAGE,39773.0,BEL,48693.0
2015-10-13,2015,2010,Cyprus,Bosnia and Herzegovina,CYP,BIH,2.0,3.0,A,MD10,QUALIFYING,GROUP_STAGE,17687.0,CYP,22709.0
2015-10-13,2015,2010,Wales,Andorra,WAL,AND,2.0,0.0,H,MD10,QUALIFYING,GROUP_STAGE,33280.0,WAL,33322.0
2015-10-13,2015,2010,Bulgaria,Azerbaijan,BUL,AZE,2.0,0.0,H,MD10,QUALIFYING,GROUP_STAGE,2500.0,BUL,43230.0
2015-10-13,2015,2010,Italy,Norway,ITA,NOR,2.0,1.0,H,MD10,QUALIFYING,GROUP_STAGE,30000.0,ITA,69689.0
2015-10-13,2015,2010,Malta,Croatia,MLT,CRO,0.0,1.0,A,MD10,QUALIFYING,GROUP_STAGE,5835.0,MLT,16942.0
2015-11-12,2015,2010,Norway,Hungary,NOR,HUN,0.0,1.0,A,MD11,FINAL_TOURNAMENT_PLAY_OFF,FIRST_LEG,27182.0,NOR,27184.0
2015-11-13,2015,2010,Bosnia and Herzegovina,Republic of Ireland,BIH,IRL,1.0,1.0,D,MD11,FINAL_TOURNAMENT_PLAY_OFF,FIRST_LEG,12000.0,BIH,13694.0
2015-11-14,2015,2010,Sweden,Denmark,SWE,DEN,2.0,1.0,H,MD11,FINAL_TOURNAMENT_PLAY_OFF,FIRST_LEG,49053.0,SWE,50573.0
2015-11-14,2015,2010,Ukraine,Slovenia,UKR,SVN,2.0,0.0,H,MD11,FINAL_TOURNAMENT_PLAY_OFF,FIRST_LEG,32592.0,UKR,34725.0
2015-11-15,2015,2010,Hungary,Norway,HUN,NOR,2.0,1.0,H,MD12,FINAL_TOURNAMENT_PLAY_OFF,SECOND_LEG,22189.0,HUN,22122.0
2015-11-16,2015,2010,Republic of Ireland,Bosnia and Herzegovina,IRL,BIH,2.0,0.0,H,MD12,FINAL_TOURNAMENT_PLAY_OFF,SECOND_LEG,50500.0,IRL,51700.0
2015-11-17,2015,2010,Slovenia,Ukraine,SVN,UKR,1.0,1.0,D,MD12,FINAL_TOURNAMENT_PLAY_OFF,SECOND_LEG,12702.0,SVN,11709.0
2015-11-17,2015,2010,Denmark,Sweden,DEN,SWE,2.0,2.0,D,MD12,FINAL_TOURNAMENT_PLAY_OFF,SECOND_LEG,36051.0,DEN,38052.0
2019-03-21,2019,2010,Belgium,Russia,BEL,RUS,3.0,1.0,H,MD1,QUALIFYING,GROUP_STAGE,34245.0,BEL,48693.0
2019-03-21,2019,2010,North Macedonia,Latvia,MKD,LVA,3.0,1.0,H,MD1,QUALIFYING,GROUP_STAGE,7043.0,MKD,32483.0
2019-03-21,2019,2010,Austria,Poland,AUT,POL,0.0,1.0,A,MD1,QUALIFYING,GROUP_STAGE,40400.0,AUT,49898.0
2019-03-21,2019,2010,Slovakia,Hungary,SVK,HUN,2.0,0.0,H,MD1,QUALIFYING,GROUP_STAGE,14235.0,SVK,18100.0
2019-03-21,2019,2010,Israel,Slovenia,ISR,SVN,1.0,1.0,D,MD1,QUALIFYING,GROUP_STAGE,12430.0,ISR,30874.0
2019-03-21,2019,2010,Northern Ireland,Estonia,NIR,EST,2.0,0.0,H,MD1,QUALIFYING,GROUP_STAGE,18176.0,NIR,18434.0
2019-03-21,2019,2010,Netherlands,Belarus,NED,BLR,4.0,0.0,H,MD1,QUALIFYING,GROUP_STAGE,38604.0,NED,48100.0
2019-03-21,2019,2010,Cyprus,San Marino,CYP,SMR,5.0,0.0,H,MD1,QUALIFYING,GROUP_STAGE,3175.0,CYP,22709.0
2019-03-21,2019,2010,Kazakhstan,Scotland,KAZ,SCO,3.0,0.0,H,MD1,QUALIFYING,GROUP_STAGE,27641.0,KAZ,29741.0
2019-03-21,2019,2010,Croatia,Azerbaijan,CRO,AZE,2.0,1.0,H,MD1,QUALIFYING,GROUP_STAGE,23146.0,CRO,25074.0
2019-03-22,2019,2010,Bulgaria,Montenegro,BUL,MNE,1.0,1.0,D,MD1,QUALIFYING,GROUP_STAGE,5652.0,BUL,43230.0
2019-03-22,2019,2010,England,Czechia,ENG,CZE,5.0,0.0,H,MD1,QUALIFYING,GROUP_STAGE,82575.0,ENG,87360.0
2019-03-22,2019,2010,Luxembourg,Lithuania,LUX,LTU,2.0,1.0,H,MD1,QUALIFYING,GROUP_STAGE,3353.0,LUX,8022.0
2019-03-22,2019,2010,Portugal,Ukraine,POR,UKR,0.0,0.0,D,MD1,QUALIFYING,GROUP_STAGE,58355.0,POR,64274.0
2019-03-22,2019,2010,Albania,Türki̇ye,ALB,TUR,0.0,2.0,A,MD1,QUALIFYING,GROUP_STAGE,11730.0,ALB,15908.0
2019-03-22,2019,2010,Andorra,Iceland,AND,ISL,0.0,2.0,A,MD1,QUALIFYING,GROUP_STAGE,1854.0,AND,3305.0
2019-03-22,2019,2010,Moldova,France,MDA,FRA,1.0,4.0,A,MD1,QUALIFYING,GROUP_STAGE,10042.0,MDA,10104.0
2019-03-23,2019,2010,Italy,Finland,ITA,FIN,2.0,0.0,H,MD1,QUALIFYING,GROUP_STAGE,24000.0,ITA,25155.0
2019-03-23,2019,2010,Liechtenstein,Greece,LIE,GRE,0.0,2.0,A,MD1,QUALIFYING,GROUP_STAGE,2711.0,LIE,5749.0
2019-03-23,2019,2010,Bosnia and Herzegovina,Armenia,BIH,ARM,2.0,1.0,H,MD1,QUALIFYING,GROUP_STAGE,10000.0,BIH,13142.0
2019-03-23,2019,2010,Gibraltar,Republic of Ireland,GIB,IRL,0.0,1.0,A,MD1,QUALIFYING,GROUP_STAGE,2000.0,GIB,2076.0
2019-03-23,2019,2010,Sweden,Romania,SWE,ROU,2.0,1.0,H,MD1,QUALIFYING,GROUP_STAGE,30115.0,SWE,50573.0
2019-03-23,2019,2010,Malta,Faroe Islands,MLT,FRO,2.0,1.0,H,MD1,QUALIFYING,GROUP_STAGE,7531.0,MLT,16942.0
2019-03-23,2019,2010,Georgia,Switzerland,GEO,SUI,0.0,2.0,A,MD1,QUALIFYING,GROUP_STAGE,49207.0,GEO,44000.0
2019-03-23,2019,2010,Spain,Norway,ESP,NOR,2.0,1.0,H,MD1,QUALIFYING,GROUP_STAGE,39752.0,ESP,49448.0
2019-03-24,2019,2010,Cyprus,Belgium,CYP,BEL,0.0,2.0,A,MD2,QUALIFYING,GROUP_STAGE,8728.0,CYP,22709.0
2019-03-24,2019,2010,Slovenia,North Macedonia,SVN,MKD,1.0,1.0,D,MD2,QUALIFYING,GROUP_STAGE,9872.0,SVN,15796.0
2019-03-24,2019,2010,Poland,Latvia,POL,LVA,2.0,0.0,H,MD2,QUALIFYING,GROUP_STAGE,51112.0,POL,58274.0
2019-03-24,2019,2010,Netherlands,Germany,NED,GER,2.0,3.0,A,MD2,QUALIFYING,GROUP_STAGE,51694.0,NED,53338.0
2019-03-24,2019,2010,Northern Ireland,Belarus,NIR,BLR,2.0,1.0,H,MD2,QUALIFYING,GROUP_STAGE,18188.0,NIR,18434.0
2019-03-24,2019,2010,Israel,Austria,ISR,AUT,4.0,2.0,H,MD2,QUALIFYING,GROUP_STAGE,16180.0,ISR,30874.0
2019-03-24,2019,2010,Hungary,Croatia,HUN,CRO,2.0,1.0,H,MD2,QUALIFYING,GROUP_STAGE,19400.0,HUN,22122.0
2019-03-24,2019,2010,Kazakhstan,Russia,KAZ,RUS,0.0,4.0,A,MD2,QUALIFYING,GROUP_STAGE,29582.0,KAZ,29741.0
2019-03-24,2019,2010,Wales,Slovakia,WAL,SVK,1.0,0.0,H,MD2,QUALIFYING,GROUP_STAGE,31617.0,WAL,33322.0
2019-03-24,2019,2010,San Marino,Scotland,SMR,SCO,0.0,2.0,A,MD2,QUALIFYING,GROUP_STAGE,4077.0,SMR,4798.0
2019-03-25,2019,2010,Türki̇ye,Moldova,TUR,MDA,4.0,0.0,H,MD2,QUALIFYING,GROUP_STAGE,29456.0,TUR,32500.0
2019-03-25,2019,2010,Kosovo,Bulgaria,KOS,BUL,1.0,1.0,D,MD2,QUALIFYING,GROUP_STAGE,12580.0,KOS,12629.0
2019-03-25,2019,2010,Andorra,Albania,AND,ALB,0.0,3.0,A,MD2,QUALIFYING,GROUP_STAGE,1373.0,AND,3305.0
2019-03-25,2019,2010,Luxembourg,Ukraine,LUX,UKR,1.0,2.0,A,MD2,QUALIFYING,GROUP_STAGE,4653.0,LUX,8022.0
2019-03-25,2019,2010,Portugal,Serbia,POR,SRB,1.0,1.0,D,MD2,QUALIFYING,GROUP_STAGE,50342.0,POR,64274.0
2019-03-25,2019,2010,France,Iceland,FRA,ISL,4.0,0.0,H,MD2,QUALIFYING,GROUP_STAGE,64538.0,FRA,81286.0
2019-03-25,2019,2010,Montenegro,England,MNE,ENG,1.0,5.0,A,MD2,QUALIFYING,GROUP_STAGE,8329.0,MNE,11563.0
2019-03-26,2019,2010,Republic of Ireland,Georgia,IRL,GEO,1.0,0.0,H,MD2,QUALIFYING,GROUP_STAGE,40317.0,IRL,51700.0
2019-03-26,2019,2010,Armenia,Finland,ARM,FIN,0.0,2.0,A,MD2,QUALIFYING,GROUP_STAGE,12900.0,ARM,14527.0
2019-03-26,2019,2010,Italy,Liechtenstein,ITA,LIE,6.0,0.0,H,MD2,QUALIFYING,GROUP_STAGE,19834.0,ITA,23324.0
2019-03-26,2019,2010,Bosnia and Herzegovina,Greece,BIH,GRE,2.0,2.0,D,MD2,QUALIFYING,GROUP_STAGE,10500.0,BIH,13694.0
2019-03-26,2019,2010,Switzerland,Denmark,SUI,DEN,3.0,3.0,D,MD2,QUALIFYING,GROUP_STAGE,18352.0,SUI,36000.0
2019-03-26,2019,2010,Norway,Sweden,NOR,SWE,3.0,3.0,D,MD2,QUALIFYING,GROUP_STAGE,23459.0,NOR,27184.0
2019-03-26,2019,2010,Malta,Spain,MLT,ESP,0.0,2.0,A,MD2,QUALIFYING,GROUP_STAGE,16542.0,MLT,16942.0
2019-03-26,2019,2010,Romania,Faroe Islands,ROU,FRO,4.0,1.0,H,MD2,QUALIFYING,GROUP_STAGE,10502.0,ROU,17566.0
2019-06-07,2019,2010,Latvia,Israel,LVA,ISR,0.0,3.0,A,MD3,QUALIFYING,GROUP_STAGE,5508.0,LVA,10533.0
2019-06-07,2019,2010,North Macedonia,Poland,MKD,POL,0.0,1.0,A,MD3,QUALIFYING,GROUP_STAGE,22000.0,MKD,32483.0
2019-06-07,2019,2010,Austria,Slovenia,AUT,SVN,1.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,19200.0,AUT,29863.0
2019-06-07,2019,2010,Norway,Romania,NOR,ROU,2.0,2.0,D,MD3,QUALIFYING,GROUP_STAGE,17664.0,NOR,27184.0
2019-06-07,2019,2010,Sweden,Malta,SWE,MLT,3.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,26421.0,SWE,50573.0
2019-06-07,2019,2010,Denmark,Republic of Ireland,DEN,IRL,1.0,1.0,D,MD3,QUALIFYING,GROUP_STAGE,34610.0,DEN,38052.0
2019-06-07,2019,2010,Ukraine,Serbia,UKR,SRB,5.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,34700.0,UKR,34725.0
2019-06-07,2019,2010,Lithuania,Luxembourg,LTU,LUX,1.0,1.0,D,MD3,QUALIFYING,GROUP_STAGE,3263.0,LTU,5067.0
2019-06-07,2019,2010,Montenegro,Kosovo,MNE,KOS,1.0,1.0,D,MD3,QUALIFYING,GROUP_STAGE,100.0,MNE,11563.0
2019-06-07,2019,2010,Czechia,Bulgaria,CZE,BUL,2.0,1.0,H,MD3,QUALIFYING,GROUP_STAGE,13482.0,CZE,18349.0
2019-06-07,2019,2010,Georgia,Gibraltar,GEO,GIB,3.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,18631.0,GEO,44000.0
2019-06-07,2019,2010,Faroe Islands,Spain,FRO,ESP,1.0,4.0,A,MD3,QUALIFYING,GROUP_STAGE,3226.0,FRO,5098.0
2019-06-08,2019,2010,Türki̇ye,France,TUR,FRA,2.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,36783.0,TUR,41600.0
2019-06-08,2019,2010,Greece,Italy,GRE,ITA,0.0,3.0,A,MD3,QUALIFYING,GROUP_STAGE,19828.0,GRE,68224.0
2019-06-08,2019,2010,Scotland,Cyprus,SCO,CYP,2.0,1.0,H,MD3,QUALIFYING,GROUP_STAGE,31277.0,SCO,51824.0
2019-06-08,2019,2010,Belgium,Kazakhstan,BEL,KAZ,3.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,37155.0,BEL,48693.0
2019-06-08,2019,2010,Belarus,Germany,BLR,GER,0.0,2.0,A,MD3,QUALIFYING,GROUP_STAGE,12510.0,BLR,13121.0
2019-06-08,2019,2010,Azerbaijan,Hungary,AZE,HUN,1.0,3.0,A,MD3,QUALIFYING,GROUP_STAGE,10450.0,AZE,10466.0
2019-06-08,2019,2010,Armenia,Liechtenstein,ARM,LIE,3.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,9200.0,ARM,14527.0
2019-06-08,2019,2010,Russia,San Marino,RUS,SMR,9.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,42241.0,RUS,44149.0
2019-06-08,2019,2010,Moldova,Andorra,MDA,AND,1.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,6712.0,MDA,10104.0
2019-06-08,2019,2010,Estonia,Northern Ireland,EST,NIR,1.0,2.0,A,MD3,QUALIFYING,GROUP_STAGE,8378.0,EST,14336.0
2019-06-08,2019,2010,Iceland,Albania,ISL,ALB,1.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,8968.0,ISL,9767.0
2019-06-08,2019,2010,Croatia,Wales,CRO,WAL,2.0,1.0,H,MD3,QUALIFYING,GROUP_STAGE,17061.0,CRO,17147.0
2019-06-08,2019,2010,Finland,Bosnia and Herzegovina,FIN,BIH,2.0,0.0,H,MD3,QUALIFYING,GROUP_STAGE,16103.0,FIN,16800.0
2019-06-10,2019,2010,Spain,Sweden,ESP,SWE,3.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,72205.0,ESP,76806.0
2019-06-10,2019,2010,Poland,Israel,POL,ISR,4.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,57229.0,POL,58274.0
2019-06-10,2019,2010,Latvia,Slovenia,LVA,SVN,0.0,5.0,A,MD4,QUALIFYING,GROUP_STAGE,4011.0,LVA,10533.0
2019-06-10,2019,2010,North Macedonia,Austria,MKD,AUT,1.0,4.0,A,MD4,QUALIFYING,GROUP_STAGE,10501.0,MKD,32483.0
2019-06-10,2019,2010,Malta,Romania,MLT,ROU,0.0,4.0,A,MD4,QUALIFYING,GROUP_STAGE,6471.0,MLT,16942.0
2019-06-10,2019,2010,Denmark,Georgia,DEN,GEO,5.0,1.0,H,MD4,QUALIFYING,GROUP_STAGE,15387.0,DEN,38052.0
2019-06-10,2019,2010,Republic of Ireland,Gibraltar,IRL,GIB,2.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,36281.0,IRL,51700.0
2019-06-10,2019,2010,Bulgaria,Kosovo,BUL,KOS,2.0,3.0,A,MD4,QUALIFYING,GROUP_STAGE,4994.0,BUL,43230.0
2019-06-10,2019,2010,Faroe Islands,Norway,FRO,NOR,0.0,2.0,A,MD4,QUALIFYING,GROUP_STAGE,3083.0,FRO,5098.0
2019-06-10,2019,2010,Czechia,Montenegro,CZE,MNE,3.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,11565.0,CZE,12483.0
2019-06-10,2019,2010,Ukraine,Luxembourg,UKR,LUX,1.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,34700.0,UKR,34725.0
2019-06-10,2019,2010,Serbia,Lithuania,SRB,LTU,4.0,1.0,H,MD4,QUALIFYING,GROUP_STAGE,52.0,SRB,49450.0
2019-06-11,2019,2010,Kazakhstan,San Marino,KAZ,SMR,4.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,18652.0,KAZ,29741.0
2019-06-11,2019,2010,Liechtenstein,Finland,LIE,FIN,0.0,2.0,A,MD4,QUALIFYING,GROUP_STAGE,2160.0,LIE,5749.0
2019-06-11,2019,2010,Greece,Armenia,GRE,ARM,2.0,3.0,A,MD4,QUALIFYING,GROUP_STAGE,7011.0,GRE,68224.0
2019-06-11,2019,2010,Belgium,Scotland,BEL,SCO,3.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,32482.0,BEL,48693.0
2019-06-11,2019,2010,Iceland,Türki̇ye,ISL,TUR,2.0,1.0,H,MD4,QUALIFYING,GROUP_STAGE,9680.0,ISL,9767.0
2019-06-11,2019,2010,Italy,Bosnia and Herzegovina,ITA,BIH,2.0,1.0,H,MD4,QUALIFYING,GROUP_STAGE,29100.0,ITA,41507.0
2019-06-11,2019,2010,Albania,Moldova,ALB,MDA,2.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,5004.0,ALB,12700.0
2019-06-11,2019,2010,Hungary,Wales,HUN,WAL,1.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,18350.0,HUN,22122.0
2019-06-11,2019,2010,Germany,Estonia,GER,EST,8.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,26050.0,GER,26500.0
2019-06-11,2019,2010,Belarus,Northern Ireland,BLR,NIR,0.0,1.0,A,MD4,QUALIFYING,GROUP_STAGE,5250.0,BLR,13121.0
2019-06-11,2019,2010,Azerbaijan,Slovakia,AZE,SVK,1.0,5.0,A,MD4,QUALIFYING,GROUP_STAGE,8200.0,AZE,10466.0
2019-06-11,2019,2010,Andorra,France,AND,FRA,0.0,4.0,A,MD4,QUALIFYING,GROUP_STAGE,3187.0,AND,3305.0
2019-06-11,2019,2010,Russia,Cyprus,RUS,CYP,1.0,0.0,H,MD4,QUALIFYING,GROUP_STAGE,42228.0,RUS,45000.0
2019-09-05,2019,2010,Finland,Greece,FIN,GRE,1.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,16163.0,FIN,16800.0
2019-09-05,2019,2010,Armenia,Italy,ARM,ITA,1.0,3.0,A,MD5,QUALIFYING,GROUP_STAGE,13680.0,ARM,14527.0
2019-09-05,2019,2010,Gibraltar,Denmark,GIB,DEN,0.0,6.0,A,MD5,QUALIFYING,GROUP_STAGE,2076.0,GIB,2076.0
2019-09-05,2019,2010,Republic of Ireland,Switzerland,IRL,SUI,1.0,1.0,D,MD5,QUALIFYING,GROUP_STAGE,44111.0,IRL,51700.0
2019-09-05,2019,2010,Faroe Islands,Sweden,FRO,SWE,0.0,4.0,A,MD5,QUALIFYING,GROUP_STAGE,3108.0,FRO,5098.0
2019-09-05,2019,2010,Norway,Malta,NOR,MLT,2.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,11269.0,NOR,27184.0
2019-09-05,2019,2010,Romania,Spain,ROU,ESP,1.0,2.0,A,MD5,QUALIFYING,GROUP_STAGE,50024.0,ROU,54231.0
2019-09-05,2019,2010,Israel,North Macedonia,ISR,MKD,1.0,1.0,D,MD5,QUALIFYING,GROUP_STAGE,15200.0,ISR,16363.0
2019-09-05,2019,2010,Bosnia and Herzegovina,Liechtenstein,BIH,LIE,5.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,3825.0,BIH,13694.0
2019-09-06,2019,2010,Estonia,Belarus,EST,BLR,1.0,2.0,A,MD5,QUALIFYING,GROUP_STAGE,7314.0,EST,14336.0
2019-09-06,2019,2010,Cyprus,Kazakhstan,CYP,KAZ,1.0,1.0,D,MD5,QUALIFYING,GROUP_STAGE,5639.0,CYP,22709.0
2019-09-06,2019,2010,Germany,Netherlands,GER,NED,2.0,4.0,A,MD5,QUALIFYING,GROUP_STAGE,51299.0,GER,51831.0
2019-09-06,2019,2010,Slovakia,Croatia,SVK,CRO,0.0,4.0,A,MD5,QUALIFYING,GROUP_STAGE,18098.0,SVK,18100.0
2019-09-06,2019,2010,Wales,Azerbaijan,WAL,AZE,2.0,1.0,H,MD5,QUALIFYING,GROUP_STAGE,28385.0,WAL,33322.0
2019-09-06,2019,2010,Austria,Latvia,AUT,LVA,6.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,16300.0,AUT,30071.0
2019-09-06,2019,2010,Slovenia,Poland,SVN,POL,2.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,15231.0,SVN,15796.0
2019-09-06,2019,2010,San Marino,Belgium,SMR,BEL,0.0,4.0,A,MD5,QUALIFYING,GROUP_STAGE,2523.0,SMR,4798.0
2019-09-06,2019,2010,Scotland,Russia,SCO,RUS,1.0,2.0,A,MD5,QUALIFYING,GROUP_STAGE,32432.0,SCO,51824.0
2019-09-07,2019,2010,Türki̇ye,Andorra,TUR,AND,1.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,42600.0,TUR,42000.0
2019-09-07,2019,2010,France,Albania,FRA,ALB,4.0,1.0,H,MD5,QUALIFYING,GROUP_STAGE,77655.0,FRA,81286.0
2019-09-07,2019,2010,Serbia,Portugal,SRB,POR,2.0,4.0,A,MD5,QUALIFYING,GROUP_STAGE,39839.0,SRB,49450.0
2019-09-07,2019,2010,England,Bulgaria,ENG,BUL,4.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,82605.0,ENG,87360.0
2019-09-07,2019,2010,Lithuania,Ukraine,LTU,UKR,0.0,3.0,A,MD5,QUALIFYING,GROUP_STAGE,5067.0,LTU,5067.0
2019-09-07,2019,2010,Kosovo,Czechia,KOS,CZE,2.0,1.0,H,MD5,QUALIFYING,GROUP_STAGE,12678.0,KOS,12629.0
2019-09-07,2019,2010,Iceland,Moldova,ISL,MDA,3.0,0.0,H,MD5,QUALIFYING,GROUP_STAGE,8338.0,ISL,9767.0
2019-09-08,2019,2010,Spain,Faroe Islands,ESP,FRO,4.0,0.0,H,MD6,QUALIFYING,GROUP_STAGE,23644.0,ESP,28334.0
2019-09-08,2019,2010,Armenia,Bosnia and Herzegovina,ARM,BIH,4.0,2.0,H,MD6,QUALIFYING,GROUP_STAGE,12457.0,ARM,14527.0
2019-09-08,2019,2010,Georgia,Denmark,GEO,DEN,0.0,0.0,D,MD6,QUALIFYING,GROUP_STAGE,21456.0,GEO,44000.0
2019-09-08,2019,2010,Switzerland,Gibraltar,SUI,GIB,4.0,0.0,H,MD6,QUALIFYING,GROUP_STAGE,8318.0,SUI,9086.0
2019-09-08,2019,2010,Romania,Malta,ROU,MLT,1.0,0.0,H,MD6,QUALIFYING,GROUP_STAGE,13376.0,ROU,13566.0
2019-09-08,2019,2010,Finland,Italy,FIN,ITA,1.0,2.0,A,MD6,QUALIFYING,GROUP_STAGE,16292.0,FIN,16800.0
2019-09-08,2019,2010,Sweden,Norway,SWE,NOR,1.0,1.0,D,MD6,QUALIFYING,GROUP_STAGE,38372.0,SWE,50573.0
2019-09-08,2019,2010,Greece,Liechtenstein,GRE,LIE,1.0,1.0,D,MD6,QUALIFYING,GROUP_STAGE,3445.0,GRE,68224.0
2019-09-09,2019,2010,San Marino,Cyprus,SMR,CYP,0.0,4.0,A,MD6,QUALIFYING,GROUP_STAGE,662.0,SMR,4798.0
2019-09-09,2019,2010,Russia,Kazakhstan,RUS,KAZ,1.0,0.0,H,MD6,QUALIFYING,GROUP_STAGE,31818.0,RUS,35142.0
2019-09-09,2019,2010,Slovenia,Israel,SVN,ISR,3.0,2.0,H,MD6,QUALIFYING,GROUP_STAGE,10669.0,SVN,15796.0
2019-09-09,2019,2010,Poland,Austria,POL,AUT,0.0,0.0,D,MD6,QUALIFYING,GROUP_STAGE,56788.0,POL,58274.0
2019-09-09,2019,2010,Scotland,Belgium,SCO,BEL,0.0,4.0,A,MD6,QUALIFYING,GROUP_STAGE,25524.0,SCO,51824.0
2019-09-09,2019,2010,Hungary,Slovakia,HUN,SVK,1.0,2.0,A,MD6,QUALIFYING,GROUP_STAGE,21700.0,HUN,22122.0
2019-09-09,2019,2010,Northern Ireland,Germany,NIR,GER,0.0,2.0,A,MD6,QUALIFYING,GROUP_STAGE,18326.0,NIR,18434.0
2019-09-09,2019,2010,Estonia,Netherlands,EST,NED,0.0,4.0,A,MD6,QUALIFYING,GROUP_STAGE,11006.0,EST,14336.0
2019-09-09,2019,2010,Azerbaijan,Croatia,AZE,CRO,1.0,1.0,D,MD6,QUALIFYING,GROUP_STAGE,9150.0,AZE,10466.0
